OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,irwin_IsCpxChild,irwin_CpxName,irwin_CpxID,SHAPE_Length,SHAPE_Area
17066,Ponglevik River,Wildfire Daily Fire Perimeter,Mixed Methods,3081.55911359182,2022/06/25 07:08:53+00,2022/06/25 07:11:50+00,2022/06/24 21:59:59+00,3081.54627341916,{EB20459D-5FD7-438D-97D8-8F7B2000BC5E},2022 NIFS,,DEFAULT,,,,3081,90,AKMSSC,3742,,,,Minimal,,Creeping,,Natural,,,PP7R,,2022/06/10 19:08:21+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/07/22 03:00:00+00,2022/07/15 03:00:00+00,2022/07/22 03:00:00+00,U,Type 5 IC,Ponglevik River,74 miles NE of Hooper Bay,WF,FI,62.27555,-164.4046,,,{692E3498-16DE-4B56-B836-AA55BF2201D9},,0,1,,1,,0,204261,0,0,,Kusilvak,AKMSSC,02158,FWS,AKYDR,,USFWS,Federal,,,,,,,AK08,DVF,AKSWS,US-AK,,,Brush (2 feet),,,2022-AKSWS-204261,No Decision,ifm,ifm,0,,,,IRWIN,,2022/07/23 00:22:17+00,2022/06/10 19:21:25+00,{E4B20535-8C0D-43D2-95C9-E6C31560E9A1},0,,,0.435435037609733,-0.0021550368775322
17069,Pipeline,Wildfire Daily Fire Perimeter,IR Image Interpretation,26532.4665392159,2022/06/16 10:07:59+00,2022/06/21 08:19:24+00,2022/06/13 12:54:00+00,26532.3681510998,{3708AE9C-DBD9-440C-8153-6E213FC2659C},2022 NIFS,,ICS209,32107.5412,,,26532,0.1,AZFDC,16030000,,,,Minimal,Smoldering,Smoldering,Flanking,Undetermined,,,PP67,,2022/06/12 17:15:00+00,Type 4 Incident,,0,100,0,0,P3,0304,SWCC,2022/07/23 00:00:00+00,2022/07/22 12:59:59+00,2022/07/23 00:00:00+00,U,Type 4 IC,Pipeline,San Francisco Peaks,WF,FI,35.27563,-111.6745,,,{F93BE77A-5DA1-43D1-B39C-86D6DDCC0440},,0,1,0,0,0,0,000529,95,100,Flagstaff,Coconino,AZFDC,04005,USFS,AZCOF,,USFS,Federal,Gila and Salt River,SW,SW,7,21,22,SW05,USFS,AZCOF,US-AZ,,,Tall Grass (2.5 feet),Brush (2 feet),3,2022-AZCOF-000529,Approved Decision,wildcad,ics209,0,Type 4 Incident,2022/06/14 20:46:29+00,,IRWIN,,2022/07/23 17:59:25+00,2022/06/12 17:39:48+00,{54A7E010-A963-47D9-99C8-A7451A561F16},0,,,1.16932329399656,-0.0106486081893964
17071,Door Creek,Wildfire Daily Fire Perimeter,Digitized-Image,54006.1724298727,2022/06/13 05:28:00+00,2022/07/15 02:16:10+00,2022/07/11 19:53:54+00,54005.9515861967,{B86CB4CB-1A3D-43A3-85A6-77E48F3EDCCC},2022 NIFS,,DEFAULT,28527.5779,,,54006,184,AKMSSC,0,,,,Minimal,,,,Natural,,,,,2022/06/13 06:05:55+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/15 23:00:00+00,2022/06/13 18:59:59+00,2022/06/15 23:00:00+00,F,Type 5 IC,Door Creek,33 miles SW of Lime Village,WF,FI,61.027432,-156.20467,,,{7F063FA3-73E3-420D-9D35-4571B180472D},,0,,,0,,0,204273,0,0,,Bethel,AKMSSC,02050,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Brush (2 feet),,2022-AKSWS-204273,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:07+00,2022/06/13 06:22:05+00,{10E06794-3479-4A4F-A15C-3F00115B7DBD},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},1.72828281161419,-0.0363732755930352
17074,Haywire,Wildfire Daily Fire Perimeter,IR Image Interpretation,5575.10117189242,2022/06/21 08:11:34+00,2022/06/21 08:19:24+00,2022/06/13 14:32:00+00,5575.08059316067,{B47E1AEC-1D5B-4EFF-BBC3-5C62CB8637A8},2022 NIFS,,ICS209,,,,5575,10,AZFDC,2330000,,,,Minimal,Smoldering,Smoldering,Flanking,Undetermined,,,PP70,,2022/06/13 11:10:00+00,Type 4 Incident,,0,100,0,0,P3,0304,SWCC,2022/07/23 00:00:00+00,2022/07/22 12:59:59+00,2022/07/23 00:00:00+00,U,Type 4 IC,Haywire,"Cinder Hills, Haywire Crater east of Sunset Crater",WF,FI,35.36975,-111.435783,1600,,{93AD9318-914E-4FBB-ADF6-EA4F6EF2954A},,0,1,0,0,0,0,000536,95,100,Flagstaff,Coconino,AZFDC,04005,USFS,AZCOF,,USFS,Federal,Gila and Salt River,SW,SW,9,16,23,SW05,USFS,AZCOF,US-AZ,,,Short Grass (1 foot),Brush (2 feet),3,2022-AZCOF-000536,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/23 18:04:59+00,2022/06/13 13:18:46+00,{7D5B0027-EC06-4768-BDB7-ACB402CDBEE5},0,,,0.55099647402464,-0.00223780983054018
17100,Hardscrabble Creek 260,Wildfire Daily Fire Perimeter,Digitized-Image,2513.90714747478,2022/07/15 01:33:21+00,2022/07/15 01:33:21+00,2022/07/10 21:30:00+00,2513.89683305191,{86F898C1-19EF-4D2F-AA50-DD74B729EB69},2022 NIFS,,DEFAULT,2286.1157,,,2514,150,AKMSSC,2356,,,,Minimal,,Creeping,,Undetermined,,,,,2022/06/10 05:00:30+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/07/22 03:00:00+00,2022/07/15 03:00:00+00,2022/07/22 03:00:00+00,U,Type 5 IC,Hardscrabble Creek,21 miles NW of Telida,WF,FI,63.602917,-153.758967,,,{1394A980-8C10-4E88-B288-CE41CC0BDE4C},,0,,,0,,0,204260,0,0,,Yukon-Koyukuk,AKMSSC,02290,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Hardwood Litter,,2022-AKSWS-204260,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 03:30:48+00,2022/06/10 07:31:13+00,{54BDDA62-CF34-4DAD-BDCF-4D31785A171E},0,,,0.584383934935962,-0.00184009093267104
17136,Melozitna,Wildfire Daily Fire Perimeter,Image Interpretation,7557.2,2022/06/16 18:10:51+00,2022/07/11 15:04:47+00,2022/06/30 22:07:00+00,7557.12639236579,{BFC573D5-30B9-4F19-8D1E-A0CB023A1890},2022 NIFS,,DEFAULT,7529.1946,,,7557.2,20,AKGADC,15000,,,,Minimal,,Creeping,Torching,Natural,,,PP9J,,2022/06/14 03:29:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/07 01:30:00+00,2022/07/01 01:30:00+00,2022/07/07 01:30:00+00,U,Type 5 IC,Melozitna,West of Melozitna River,WF,FI,65.0585,-155.2334,,,{3EACCDE5-58D8-48A3-97BB-C1736AAA9B2F},,0,1,0,0,0,0,000274,0,0,,Yukon-Koyukuk,AKGADC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK05,BLM,AKGAD,US-AK,,,Brush (2 feet),Timber (Grass and Understory),,2022-AKGAD-000274,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2022/06/23 17:42:29+00,,IRWIN,,2022/07/11 17:47:17+00,2022/06/14 03:42:06+00,{053B1C80-5CB4-4A5B-9593-C7EF7C556BA2},0,,,0.818353778971171,-0.00582515597325785
17151,Schillling Creek,Wildfire Daily Fire Perimeter,Image Interpretation,53138.6516805643,2022/06/17 21:49:02+00,2022/07/19 19:10:20+00,2022/07/14 13:47:00+00,53138.4341905663,{9CBF7C66-74F9-49AC-B2C3-9F1F976F03CA},2022 NIFS,,DEFAULT,50826.3762,,,53138.7,1,AKYTDC,0,,,,Minimal,,Spotting,,Natural,,,PQV8,,2022/06/17 21:32:00+00,Type 5 Incident,,0,0,0,100,PD,1522,AICC,2022/07/21 17:15:00+00,2022/07/14 15:59:59+00,2022/07/21 17:15:00+00,U,Type 5 IC,Schilling Creek,"4 miles southeast of Caro, AK",WF,FI,67.09994,-147.8298,,,{87F9DB4E-1655-4432-90CA-1936373C1BF2},,0,1,0,0,0,0,000294,0,0,"Caro, AK",Yukon-Koyukuk,AKYTDC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),10,2022-AKUYD-000294,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/21 17:31:32+00,2022/06/17 21:48:54+00,{A7DD2DB7-3E1B-41D6-AA5D-2380198C90C6},0,,,4.33519218043769,-0.044431310146067
17152,Boatman,Wildfire Daily Fire Perimeter,Image Interpretation,5250,2022/06/16 19:21:17+00,2022/07/13 23:55:35+00,2022/07/02 12:56:00+00,5261.4636281509,{3E866DE0-31D1-4EEB-9C88-A0831C326078},2022 NIFS,,DEFAULT,5069.3497,,,5250,0.1,AKYTDC,0,,,,Minimal,,Smoldering,,Natural,,,PQP5,,2022/06/16 19:15:59+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/18 17:15:00+00,2022/07/15 02:00:00+00,2022/07/18 17:15:00+00,F,Type 5 IC,Boatman,"23 miles southeast of Coldfoot, AK.",WF,FI,67.15312,-149.3232,,,{ED01BE78-45A5-4F85-AB8B-825079A60790},,0,1,0,0,0,0,000288,0,0,"Coldfoot, AK",Yukon-Koyukuk,AKYTDC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK03N,BLM,AKUYD,US-AK,,,Short Grass (1 foot),,,2022-AKUYD-000288,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/19 00:50:14+00,2022/06/16 19:21:02+00,{D2AE33E4-06A4-4661-BF9F-2E4136EFF5F7},0,,,0.628087562733074,-0.00440633683183381
17154,Central Creek Airstrip,Wildfire Daily Fire Perimeter,Mixed Methods,6977.56941008603,2022/06/20 21:30:39+00,2022/07/09 16:53:14+00,2022/07/08 21:59:59+00,6977.54080620362,{9FFB031F-5823-4C9B-B271-60DBAFCD0C62},2022 NIFS,,DEFAULT,6977.5899,,,6978,0.1,AKNFDC,544917,,,,Active,,Creeping,,Natural,,,PQX0,,2022/06/17 22:07:04+00,Type 4 Incident,,0,0,100,0,,,AICC,2022/07/04 17:45:00+00,2022/06/25 21:45:00+00,2022/07/04 17:45:00+00,F,Type 4 IC,Central Creek Airstrip,Good Pasture and Central Creek drainages,WF,FI,64.344233,-144.966333,,,{75F9FC01-47C4-49A0-AE2F-5C6BDC90CA5D},,0,1,,1,,0,212295,0,99,Delta Junction,Southeast Fairbanks,AKNFDC,02240,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKDAS,US-AK,,,Timber (Litter and Understory),,0,2022-AKDAS-212295,Approved Decision,ifm,ics209,0,Type 3 Incident,2022/07/17 00:41:36+00,,IRWIN,,2022/07/24 04:06:22+00,2022/06/17 23:16:28+00,{7B9C38DF-4A93-46A1-9288-6A30973A7524},1,Middle Tanana Complex,{115283FB-9646-4A96-8854-0B5F09C39C6E},0.807931065758799,-0.00523772500001395
17214,Curky,Wildfire Daily Fire Perimeter,Mixed Methods,28961.4245488502,2022/06/20 16:18:02+00,2022/07/16 22:45:10+00,2022/07/03 22:30:00+00,28961.3052583563,{B3E34325-1006-47A0-BC42-F25EE319575C},2022 NIFS,,ICS209,30999.5489,,,28961,1,AKYTDC,0,,,,Moderate,Backing,Running,Smoldering,Natural,,,PQ3V,,2022/06/20 15:49:00+00,Type 3 Incident,,0,0,100,0,PD,1522,AICC,2022/07/01 18:00:00+00,2022/07/01 05:00:00+00,2022/07/01 18:00:00+00,F,Type 3 IC,Curky,12 miles due west of the Dalton Highway.,WF,FI,66.17999,-150.6393,,,{DE548124-4A5E-4A2C-A6D1-2CB00B72B830},,0,1,0,0,0,0,000318,0,0,"Stevens Village, AK",Yukon-Koyukuk,AKYTDC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK03N,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKTAD-000318,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/24 04:12:29+00,2022/06/20 16:17:58+00,{6BAF4841-EFE4-4F31-96F6-DE190CF4FC77},1,Dalton Highway Complex,{B4654FA1-FE2F-4A42-87E8-6EF8D3FCBA7E},3.46790839448465,-0.0233294748743613
17216,Sithylemenkat,Wildfire Daily Fire Perimeter,Image Interpretation,397.2,2022/06/20 18:48:47+00,2022/07/11 20:28:11+00,2022/07/10 22:07:00+00,397.158507902489,{EB63F093-ADA2-45C6-940B-A3A7E5C7BD83},2022 NIFS,,DEFAULT,381.2046,,,381.2,1,AKYTDC,0,,,,Minimal,,Creeping,Isolated Torching,Natural,,,PQ4C,,2022/06/20 18:39:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/18 17:45:00+00,2022/07/18 17:00:00+00,2022/07/18 17:45:00+00,F,Type 5 IC,Sithylemenkat,"46 miles southeast of Allakaket, AK",WF,FI,68.14869,-151.3848,,,{45DDDD97-5087-43A2-95B6-5477E53FB77C},,0,1,0,0,0,0,000320,40,100,"Allakaket, AK",Yukon-Koyukuk,AKYTDC,02290,ANC,AKDYN,,ANCSA,Private,,,,,,,AK03N,BLM,AKTAD,US-AK,,,Short Grass (1 foot),Timber (Grass and Understory),20,2022-AKTAD-000320,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/18 17:51:34+00,2022/06/20 18:48:43+00,{F4E53373-FD86-4566-981F-EB03E742BF3B},0,,,0.0868519501170061,-0.000318960047316195
17222,Ferebee,Wildfire Daily Fire Perimeter,Mixed Methods,1937.95230974555,2022/06/20 14:00:02+00,2022/06/27 13:46:54+00,2022/06/19 20:29:59+00,1937.94805276349,{CE4A5C35-62FB-4D71-BB35-971017253DDB},2022 NIFS,,DEFAULT,,,,1938,,NCNCSC,2694285,,,,Minimal,,,,Natural,,,PQ5P,,2022/06/19 15:30:00+00,Type 3 Incident,,0,100,0,0,,,SACC,2022/07/10 20:00:00+00,2022/07/09 20:00:00+00,2022/07/10 20:00:00+00,F,Type 3 Team,Ferebee Road,4 miles South of Phelps Lake and 3 miles WNW of New Lake,WF,FI,,,,,{FF845212-7195-428F-88B5-1E904EA26003},,0,1,0,0,0,0,220039,100,100,Ponzer,Hyde,NCNCC,37095,,,,Private,Private,,,,,,,SA34,DFR,NCNCS,US-NC,,,Southern Rough,,44,2022-NCNCS-220039,No Decision,ics209,ics209,0,,,,IRWIN,,2022/07/10 22:28:30+00,2022/06/20 13:59:48+00,{FADC64AE-E765-4A7C-9E24-28063F221164},0,,,0.130038868031944,-0.000780776315602635
17225,Paddle,Wildfire Daily Fire Perimeter,Image Interpretation,31072.7,2022/06/19 20:11:17+00,2022/07/16 17:04:02+00,2022/07/15 22:07:00+00,31072.5269331859,{EB5DF84B-39F5-4A8B-A289-77345F8DB70C},2022 NIFS,,DEFAULT,30766.7347,,,31072.7,0.1,AKYTDC,0,,,,Minimal,,Backing,Running,Natural,,,PQ2G,,2022/06/19 20:03:59+00,Type 5 Incident,,0,0,100,0,PD,,AICC,2022/07/21 17:29:59+00,2022/07/14 15:59:59+00,2022/07/21 17:29:59+00,U,Type 5 IC,Paddle,"36 miles northeast of Circle, AK",WF,FI,66.07081,-142.9123,,,{1F634DB6-E0C6-49C9-9E1C-1B17C036E9A2},,0,1,0,0,0,0,000308,0,0,"Circle, AK",Yukon-Koyukuk,AKYTDC,02290,FWS,AKYFR,,USFWS,Federal,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKUYD-000308,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/21 17:36:01+00,2022/06/19 20:11:13+00,{67EF2650-360B-41E4-BCA4-7B206D21FB96},0,,,2.53499803085098,-0.0248772818598197
17246,Douglas,Wildfire Daily Fire Perimeter,Mixed Methods,23124.3517551158,2022/06/24 22:55:07+00,2022/07/16 22:45:10+00,2022/07/03 22:16:56+00,23124.2670992422,{1DD90266-335E-4FF1-A056-C598A5BD99DD},2022 NIFS,,ICS209,23124.401,,,23124,15,AKYTDC,0,,,,Moderate,Backing,Running,Smoldering,Natural,,,PQ6L,,2022/06/21 21:09:00+00,Type 3 Incident,,0,0,100,0,PD,1522,AICC,2022/07/01 18:00:00+00,2022/07/01 03:59:59+00,2022/07/01 18:00:00+00,F,Type 3 Team,Douglas ,0.5 miles east of the Dalton Highway.,WF,FI,66.87197,-150.5214,,,{64B32C41-83F6-4A21-873C-9866EAD23077},,0,1,0,0,0,0,000336,36,0,"Bettles, AK",Yukon-Koyukuk,AKYTDC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK03N,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKUYD-000336,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/24 04:12:31+00,2022/06/21 21:29:25+00,{D9284061-9771-4B0B-BD3E-52351AAFF936},1,Dalton Highway Complex,{B4654FA1-FE2F-4A42-87E8-6EF8D3FCBA7E},1.67774424932841,-0.019141460110399
17247,Lansing Creek,Wildfire Daily Fire Perimeter,Image Interpretation,56354.2,2022/06/21 17:29:47+00,2022/07/15 17:03:54+00,2022/07/14 13:47:00+00,56354.0028614244,{3BF8C8D8-4BBB-4C97-8E1D-44BFD05AB40B},2022 NIFS,,DEFAULT,56082.5882,,,56354.2,1,AKYTDC,0,,,,Minimal,,Torching,Crowning,Natural,,,PQ54,,2022/06/21 17:02:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/21 17:29:59+00,2022/07/14 15:59:59+00,2022/07/21 17:29:59+00,U,Type 5 IC,Lansing Creek,"30 miles southeast of Coldfoot, AK",WF,FI,66.86999,-149.4497,,,{FD4C1988-A5DA-467E-83DA-9F2945F6D0F4},,0,1,0,0,0,0,000332,0,0,"Coldfoot, AK",Yukon-Koyukuk,AKYTDC,02290,FWS,AKYFR,,USFWS,Federal,,,,,,,AK02,BLM,AKUYD,US-AK,,,Short Grass (1 foot),Timber (Grass and Understory),,2022-AKUYD-000332,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/21 17:42:51+00,2022/06/21 17:29:37+00,{E3080B6E-DE75-41D7-839C-4197D5A6D333},0,,,3.49281510533342,-0.046568587954061
17248,North Fork,Wildfire Daily Fire Perimeter,Image Interpretation,60750.7083452189,2022/06/21 22:27:17+00,2022/07/23 19:17:28+00,2022/07/15 14:55:00+00,60750.4588206935,{9A42115F-D025-4673-B507-CFD84EAF9173},2022 NIFS,,DEFAULT,55120.1924,,,60750.7,25,AKYTDC,0,,,,Minimal,,,,Natural,,,PQ6V,,2022/06/21 22:20:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/21 17:45:00+00,2022/07/14 15:59:59+00,2022/07/21 17:45:00+00,U,Type 5 IC,North Fork,"18 miles southwest of Chandalar, AK",WF,FI,67.25764,-148.6909,,,{AD0990B0-9C57-4E4B-BF71-4CB89C331008},,0,1,0,0,0,0,000340,0,0,"Chandalar, AK",Yukon-Koyukuk,AKYTDC,02290,DNR,AKAKS,,State,Other,,,,,,,AK02,BLM,AKUYD,US-AK,,,Timber (Grass and Understory),Short Grass (1 foot),,2022-AKUYD-000340,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/23 20:57:37+00,2022/06/21 22:27:03+00,{57500016-DABE-45BD-9C95-8EA4E90417D4},0,,,4.82338297676293,-0.0510743767618246
17249,Wormy,Wildfire Daily Fire Perimeter,Auto-generated,76.1,2022/06/21 18:34:02+00,2022/06/30 23:15:50+00,2022/06/25 22:05:59+00,76.1175959062575,{39814860-48D8-4165-93B5-229AE2801B72},2022 NIFS,,DEFAULT,,,,76.1,0.1,AKYTDC,,,,,,,,,Natural,,,PQ56,,2022/06/21 18:24:00+00,,,,,,,PD,1522,AICC,,,,,,Wormy,,WF,FI,67.48997,-150.8984,,,{F82696C5-2A57-423B-ACAF-4F58FF99174B},,0,1,0,0,0,,000334,,,,Yukon-Koyukuk,AKYTDC,02290,NPS,AKGAP,,NPS,Federal,,,,,,,AK03N,BLM,AKTAD,US-AK,,,,,,2022-AKTAD-000334,Approved Decision,wildcad,wildcad,0,Type 5 Incident,2022/07/02 17:33:53+00,,IRWIN,,2022/07/22 23:08:22+00,2022/06/21 18:33:47+00,{93A8DC3A-6045-4D97-9D81-9646B026D6A1},0,,,0.0716886622611324,-6.46249546027402e-05
17251,Tanana River,Wildfire Daily Fire Perimeter,Mixed Methods,25016.3091728298,2022/07/10 15:49:41+00,2022/07/24 14:34:33+00,2022/07/10 02:15:00+00,25015.5929186474,{B9A416A6-7D89-42D3-BFE3-E6918299D91B},2022 NIFS,,ICS209,23688.2272,,,24982,2,AKNFDC,7128409,,,,Active,,,,Natural,,,PQ3H,,2022/06/20 00:53:53+00,Type 4 Incident,,0,0,100,0,,,AICC,2022/06/25 18:36:59+00,2022/06/25 18:35:00+00,2022/06/25 18:36:59+00,F,Type 4 IC,Tanana River,Tanana River 15 miles west of Fairbanks,WF,FI,64.9005,-149.6743,,,{D7E5D5C4-46E5-4EB6-A7FF-CB6F8DB1EA25},,0,1,,1,,0,211310,37,0,Fairbanks,Yukon-Koyukuk,AKNFDC,02290,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKFAS,US-AK,,,Timber (Grass and Understory),,,2022-AKFAS-211310,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/24 02:39:39+00,2022/06/20 02:57:21+00,{70688D64-254E-410F-B8FA-28FD7E466C84},1,Bean Complex,{4BC356C9-B6E2-40FF-A115-2E937DE91DD3},3.14103486827727,-0.0191814463907531
17252,Chitanana,Wildfire Daily Fire Perimeter,Mixed Methods,99480.8996359554,2022/07/15 14:21:27+00,2022/07/24 14:34:33+00,2022/07/14 03:46:59+00,99480.4890173077,{D01AAFD1-BC0F-4F17-9B4B-7B8D0D786422},2022 NIFS,,ICS209,95752.2877,,,99323,0.25,AKYTDC,940760,,,,Moderate,Creeping,Smoldering,,Natural,,,PQ3J,,2022/06/20 03:45:00+00,Type 5 Incident,,0,0,50,50,PD,1522,AICC,2022/06/25 21:00:00+00,2022/06/24 03:00:00+00,2022/06/25 21:00:00+00,F,Type 5 IC,Chitanana ,"24 miles southeast of Tanana, AK",WF,FI,64.87531,-151.6411,,,{628E6F1E-9ED7-460A-B232-1B987E9C8895},,0,1,0,0,0,0,000315,32,0,"Tanana, AK",Yukon-Koyukuk,AKYTDC,02290,DNR,AKAKS,,State,Other,,,,,,,AK03S,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),,12,2022-AKTAD-000315,Approved Decision,wildcad,ics209,0,Type 2 Incident,2022/07/17 01:38:48+00,,IRWIN,,2022/07/24 02:39:37+00,2022/06/20 05:00:39+00,{C8C6AE72-2DD7-404D-B744-181556785630},1,Bean Complex,{4BC356C9-B6E2-40FF-A115-2E937DE91DD3},7.60797475964323,-0.0760621797556774
17255,Holonada,Wildfire Daily Fire Perimeter,Image Interpretation,623.2,2022/06/21 00:35:02+00,2022/07/11 20:30:45+00,2022/07/07 21:57:00+00,623.215279315651,{C75FD6ED-DF01-40F9-B191-E3F04C4B42A8},2022 NIFS,,DEFAULT,,,,632.2,1,AKYTDC,0,,,,Minimal,,Smoldering,,Natural,,,PQ45,,2022/06/21 00:26:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/18 17:29:59+00,2022/07/15 02:00:00+00,2022/07/18 17:29:59+00,F,Type 5 IC,Holonada,52 Miles North of Tanana,WF,FI,65.91443,-152.0485,,,{B8B1C4ED-17ED-4D06-9ED7-5DFDF86E8EDD},,0,1,0,0,0,0,000322,0,1,"Allakaket, AK",Yukon-Koyukuk,AKYTDC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK03N,BLM,AKTAD,US-AK,,,Tall Grass (2.5 feet),,,2022-AKTAD-000322,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/19 00:50:44+00,2022/06/21 00:34:46+00,{7EB8575F-9ED2-4953-9159-042A101ACFE0},0,,,0.202743156376478,-0.000496479132639681
